LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:17aeb8,claire,claire,,Original,IceHikerPeak
line:578df3,这比我想的还要漂亮的多啊！,this is better than i\ncould have imagined!,,Original,IceHikerPeak
line:659ed9,没有你的帮助，我根本没法爬上来！,thanks for helping\nme get up here!,,Original,IceHikerPeak
line:e05a75,这没什么的！,it was no problem!,,Player,IceHikerPeak
line:2fdf68,真的！,really!,,Player,IceHikerPeak
line:965bbf,呃,so,,Original,IceHikerPeak
line:f88105,你还想拍照吗？,you still want that photo?,,Original,IceHikerPeak
line:51be04,哦，当然！,oh yeah!,,Player,IceHikerPeak
line:ab63a4,我们来拍吧！,let's do it!,,Player,IceHikerPeak
line:f81d39,好的！,ok!,,Original,IceHikerPeak
line:c9ca0e,等等,hold on,,Original,IceHikerPeak
line:ee0b4c,这里的极光可真漂亮,these lights are so incredible,"If you help the Fox, but you never talked to them about their photography.",Original,IceHikerPeak
line:91fab1,希望能把它们拍好看一点,i hope they turn out on film!,,Original,IceHikerPeak
line:7e7e8b,我辛辛苦苦地带着这架\n昂贵的相机一路爬到山顶...,i lugged this fancy camera\nall the way up here...,,Original,IceHikerPeak
line:180c91,它最好能值得我这么辛苦！,it better be worth it!,,Original,IceHikerPeak
line:2819d6,额,well,,Player,IceHikerPeak
line:c30b92,我手机上的相机很垃圾,the camera on my phone sucks,,Player,IceHikerPeak
line:304fe1,所以你拍出来的\n肯定比我的好！,so at least it's\nbetter than that!,,Player,IceHikerPeak
line:79d7df,嗯,hmm,,Original,IceHikerPeak
line:3f6943,你想我给你拍一张吗？,want me to take your photo?,,Original,IceHikerPeak
line:1af565,这会是一张非常适合\n做头像的照片的！,this would make a\nsweet profile pic!,,Original,IceHikerPeak
line:33d668,啊—好啊！,aww yeah!,,Player,IceHikerPeak
line:a239ed,这真是太好了！,that'd be great!,,Player,IceHikerPeak
line:f3adb3,好的！,ok!,,Original,IceHikerPeak
line:71f153,等等,hold on,,Original,IceHikerPeak
line:539664,摆个姿势！,strike a pose!,,Original,IceHikerPeak
line:a88296,哦,oh,,Player,IceHikerPeak
line:8de5f5,额—,uhhhhh,Claire does a silly pose.,Player,IceHikerPeak
line:984bc7,好棒,amazing,"The Fox says ""amazing""",Original,IceHikerPeak
line:721709,北边的极光很上相啊！,the northern lights\nturned out great!,,Original,IceHikerPeak
line:37af80,真是张不错的照片！,what a nice photo!,,Original,IceHikerPeak
line:f6a25c,"哦，差点忘了","oh, before i forget",,Original,IceHikerPeak
line:c5c1c0,这些是你借给我的金羽毛,here's the feathers\nyou lent me,,Original,IceHikerPeak
line:364e7b,谢谢！,thanks!,,Player,IceHikerPeak
line:caf3e6,记得把照片发给我啊！,make sure you email\nme that photo!,,Player,IceHikerPeak
line:72292f,我会的！,i will!,,Original,IceHikerPeak
line:13e9cc,我打算在这里多待一会儿,i'm gonna chill here for a while,If you talk to them again.,Original,IceHikerPeak
line:60922e,下次来就不知道\n是多久以后了...,i don't know when\ni'll be back so...,,Original,IceHikerPeak
line:186271,所以这次我一定\n要看个够,i wanna soak it all\nup while i can,,Original,IceHikerPeak
line:f2bc5c,你成功上去了吗？,any luck getting to the top?,"If you talk to the Fox, while they're still stuck on the ledge, but before you've helped them up.",Original,IceHikerAfterPeak
line:9ffea6,嗯！,yeah!,,Player,IceHikerAfterPeak
line:d627dd,我刚从上面下来,i was just up there,,Player,IceHikerAfterPeak
line:9976f6,！！,!!,,Original,IceHikerAfterPeak
line:36ff13,你能把路线告诉我吗？,can you show me the route?,,Original,IceHikerAfterPeak
line:d2cc9f,呃,well,,Player,IceHikerAfterPeak
line:344d1f,你可能得...,you kinda need to...,,Player,IceHikerAfterPeak
line:222478,...会飞才行,...be able to fly,,Player,IceHikerAfterPeak
line:1c8362,哦,oh,,Original,IceHikerAfterPeak
line:d18179,好吧...,right...,,Original,IceHikerAfterPeak
line:b6432e,也许你可以尝试爬上去？,maybe you could climb up?,,Player,IceHikerAfterPeak
line:a104e8,我的金羽毛不够...,i don't have enough\ngolden feathers...,,Original,IceHikerAfterPeak
line:090445,我可以借你一些！,i could lend you some!,,Player,IceHikerAfterPeak
line:87753f,真的吗？,you would?,,Original,IceHikerAfterPeak
line:0d4008,当然！,tots!,,Player,IceHikerAfterPeak
line:e99d91,你总共需要多少根？,how many do you need?,,Player,IceHikerAfterPeak
line:e3d84f,呃,uhh,,Original,IceHikerAfterPeak
line:b55406,说出来有点尴尬,it's kinda embarrassing,,Original,IceHikerAfterPeak
line:71f125,我其实需要很多,but i'd need a lot,,Original,IceHikerAfterPeak
line:6e6921,"差不多，6根吧","like, 6",,Original,IceHikerAfterPeak
line:dc4904,"哦，抱歉","oh, sorry",Dialogue choice.,Player,IceHikerAfterPeak
line:edd929,6根对吧，我可以借你！,i can lend you 6 feathers!,Dialogue choice.,Player,IceHikerAfterPeak
line:6a9b10,希望你不要在意！,don't worry about it!,"If you say ""oh sorry""",Original,IceHikerAfterPeak
line:b9723d,我知道我要的有点多,i know it's a lot to ask,,Original,IceHikerAfterPeak
line:394c9b,哦,oh,if you dont have enough feathers to lend them,Original,IceHikerAfterPeak
line:c06db8,抱歉...,sorry...,,Original,IceHikerAfterPeak
line:d327b1,我的羽毛不够,i don't have enough to help you,,Original,IceHikerAfterPeak
line:28498c,"说真的，","really,",,Original,IceHikerAfterPeak
line:5bac36,别太在意！,don't worry about it!,,Original,IceHikerAfterPeak
line:b38aa4,如今我终于能明白何为咫尺天涯了！,i'm so close yet so far!,,Original,IceHikerAfterPeak
line:a5e361,我可以借你6根金羽毛！,i can lend you 6 feathers!,Dialogue choice.,Player,IceHikerAfterPeak
line:143009,祝你好运！,good luck!,Dialogue choice.,Player,IceHikerAfterPeak
line:627963,谢谢！,thanks!,If you say good luck.,Original,IceHikerAfterPeak
line:17ed6f,我会找到办法的,i'll figure something out,,Original,IceHikerAfterPeak
line:871b82,真的吗！？,really!?,If you lend the fox feathers.,Original,IceHikerLend
line:9f6a9c,没错！,of course!,,Player,IceHikerLend
line:44cd87,"claire，你真是太棒了！","you're amazing, claire!",,Original,IceHikerLend
line:9a5f71,那我们就山顶见吧！,i'll see you up there!,,Original,IceHikerLend
line:6b3ad9,但,but,If you don't have a ton of feathers.,Original,IceHikerLend
line:20e114,这样你身上的金羽毛\n就不足6根了！,you'd be giving me more\nthan half of your feathers!,,Original,IceHikerLend
line:3da434,我不想这样对你,i don't wanna do that to you,,Original,IceHikerLend
line:3171ec,呼,oof,When you beat Avery and she awards you a medal.,Original,WinMedal
line:8bff33,等等,hold on,,Original,WinMedal
line:bc647b,我需要...,i gotta...,,Original,WinMedal
line:e20898,...调整一下呼吸,...catch my breath,,Original,WinMedal
line:d11220,好了！,okay!,,Original,WinMedal
line:2eab3b,*清嗓子*,*ahem*,,Original,WinMedal
line:6f2d1c,claire,claire,,Original,WinMedal
line:b881b8,你打赢我了！,you got me beat!,,Original,WinMedal
line:4cb0e9,我觉得我应该把这个给你,i think i owe you this,,Original,WinMedal
line:e71b96,哇！,woah!,,Player,WinMedal
line:bcd529,这是你从哪里搞来的？,where'd ya get this?,,Player,WinMedal
line:a1f8a6,不要管它的来路如何了！,i have my ways!,,Original,WinMedal
line:f2290d,...无论如何,...anyway,,Original,WinMedal
line:3c196d,"等下次我们比的时候，","next time we race,",,Original,WinMedal
line:04e333,我会用上从你那里学来的技巧！,i'll be sure to use what\ni learned from you!,,Original,WinMedal
line:356395,claire！,claire!,If you do it again.,Original,WinMedal
line:1cb5a0,你简直就是一个速度恶魔,you are a SPEED DEMON,,Original,WinMedal
line:602a5b,你知道速度恶魔会得到什么吗？,and you know what speed demons get?,,Original,WinMedal
line:76915b,额—？,uhhhhhh?,,Player,WinMedal
line:ffa4ed,当然是奖励了！！,they get AWARDS!!,,Original,WinMedal
line:0c0393,不要以为我会就此放弃！,don't think i'm done yet!,,Original,WinMedal
line:c67842,"我还在不断的进步呢，所以","i'm still improving, so",,Original,WinMedal
line:68f8be,我下次一定会打败你！,i'll get you next time!,,Original,WinMedal
line:2b9e18,真是一场紧张又刺激的比赛啊,that was one intense race,If you do it again.,Original,WinMedal
line:a21325,呃,welp,,Original,WinMedal
line:3e8b84,我得把这个也拿出来了,i'd better hand this over,,Original,WinMedal
line:f116d6,这些就是我得到过的\n所有的奖牌了,that's all the medals i got,,Original,WinMedal
line:0059bd,"不过如果你任何时候\n想要重赛的话，","but if you ever want a rematch,",,Original,WinMedal
line:6dd56b,我都随时奉陪，我下次\n一定会做得更好的！,i'll do better next time!,,Original,WinMedal
line:a4d00a,上面写着,it says,When you look at the medal in the inventory.,Original,InspectMedalStart
line:4978dd,"""确实比Avery要强""","""certified better than Avery""",,Original,InspectMedalStart
line:4a192d,哈？,huh?,,Original,InspectMedalStart
line:511011,这东西看起来...,it looks like...,,Original,InspectMedalStart
line:30c4ec,...好像只是一枚金币上粘了一截缎带？,...it's just a gold coin glued a ribbon?,,Original,InspectMedalStart
line:aad717,这是一枚粘着缎带的金币,it's a gold coin glued to a ribbon,If you look at it again.,Original,InspectMedalStart
line:61d9f6,把缎带扯下来,extract the coin,Dialogue choice.,Player,InspectMedalStart
line:ae3694,就这么放着吧,leave it be,Dialogue choice.,Player,InspectMedalStart
line:d769a4,我觉得这样做不太好...,i feel a little bad about this...,,Original,ExtractCoin
line:683a7a,但,but,,Original,ExtractCoin
line:91c27d,嗯,eh,,Original,ExtractCoin
line:63fa94,额,uhh,,Original,NotExtractCoin
line:6fc7d3,...,...,,Original,NotExtractCoin
line:0efb4c,也许我不该在Avery的\n眼皮子底下做这件事,maybe i shouldn't do this\nwhere they can see me,"If you're too close to Avery, claire feels bad about ripping the medal.",Original,NotExtractCoin
line:cc6f0d,我离的太近了！,i'm too close!,,Original,NotExtractCoin
line:e90e37,我不想伤害到对方的\n感受...,i don't wanna hurt\ntheir feelings...,,Original,NotExtractCoin
line:723763,*叹气*,*sigh*,,Original,DeerStart
line:705056,我已经捡了有一个小时的垃圾了...,i just spent the past\nhour picking up garbage...,,Original,DeerStart
line:dbd401,看上去应该是有一群家伙在这里\n办了个派对，最后还把大半的\n东西都留在了原地！,it looks like someone threw\na party here and left\nhalf of it behind!,,Original,DeerStart
line:82384f,什么！？,what!?,,Player,DeerStart
line:6a0706,这可一点都不酷,that's NOT cool,,Player,DeerStart
line:2817e6,嗯！？,right!?,,Original,DeerStart
line:3a3516,呃,ugh,,Original,DeerStart
line:f4a97e,我可以帮你处理\n剩下的垃圾！,i could help you with the rest!,,Player,DeerStart
line:213c26,看起来你已经把\n大头都给处理完了！,it looks like you've\nalready done most of it!,,Player,DeerStart
line:31a0a1,真的吗？,really?,,Original,DeerStart
line:6af9aa,这样真是太棒了,that would be fantastic,,Original,DeerStart
line:230675,谢谢你！,thank you!,,Original,DeerStart
line:90c663,我想我已经\n全都捡完了！,i think i got it all!,If you got it all,Player,DeerStart
line:3ff573,这些应该就是全部了！,that looks like everything!,,Original,DeerStart
line:92869c,现在这里比刚才好多了！,this is SO much better!,,Original,DeerStart
line:3d9464,谢谢你的帮忙！,thanks for your help!,,Original,DeerStart
line:6ed35f,不客气！,no problem!,,Player,DeerStart
line:4aac4d,这些就是全部了吧？,is this all of it?,If you talk to them again without all the trash.,Player,DeerStart
line:a7e0df,我觉得应该还有,i think there's a little more,,Original,DeerStart
line:9da2b9,那帮家伙真是留下了一个烂摊子，对吧？,they really left behind a mess huh?,,Player,DeerStart
line:72bbfc,没错...,yeah...,,Original,DeerStart
line:50e895,那帮家伙到底是有什么毛病？,can you believe the\nnerve of some people?,If you talk to them again,Original,DeerStart
line:c16420,你的太阳帽看起来真不错！,i like your sunhat!,If you talk to the deer AFTER picking up the trash.,Player,Deer2
line:914256,谢谢！,thank you!,,Original,Deer2
line:a3093d,这是我自己做的,i made it myself,,Original,Deer2
line:872d01,真的吗？！,really?!,,Player,Deer2
line:454bfc,"这，这真是太厉害了！","that's, like, intense!",,Player,Deer2
line:f7efe0,真没想到你竟然\n能...自己做帽子！,i didn't know you could\njust like... MAKE a hat!,,Player,Deer2
line:e4cedd,没错，这是我做的,yup it's true,,Original,Deer2
line:9baa58,不过也花了不少时间就是了,but it takes a while,,Original,Deer2
line:9c3bbf,我为不久之后的手工艺品展\n做了不少帽子,i'm making a bunch for\nthe upcoming craft fair,,Original,Deer2
line:b77cf6,"如果你感兴趣的话，","if you're interested,",,Original,Deer2
line:9c89b0,我现在就可以卖你一顶！,i could sell you one now!,,Original,Deer2
line:428fe0,啊真的吗！？,oh yeah!?,,Player,Deer2
line:2fdbc2,一顶帽子要多少钱？,how much are they?,,Player,Deer2
line:ce3b2e,嗯,hmm,,Original,Deer2
line:1542d4,定价可不是件容易事...,pricing things is hard...,,Original,Deer2
line:7e216d,你觉得100硬币怎么样？,how does 100 coins sound?,,Original,Deer2
line:03ce64,我觉得很合适！,sounds good to me!,Dialogue choice.,Player,Deer2
line:7cb823,我愿意花更多的钱！,i'd pay more!,Dialogue choice.,Player,Deer2
line:0f43c6,太好了！,great!,,Original,Deer2
line:556fae,我觉得这是一个公道价！,i think it's a fair price!,Jump to DeerHatSell.,Original,Deer2
line:2fd3ea,我真的非常非常喜欢这顶帽子！,i REALLY like the hat!,If you say you'll pay more.,Original,Deer2
line:ff244b,不难看出你在这顶帽子里\n倾注了非常多的热爱！,you can tell a lot\nof love went into it!,,Original,Deer2
line:3fdd6d,机器织的护林员帽子\n都要花上100枚硬币了...,the manufactured ranger\nhats cost 100 coins...,,Original,Deer2
line:3ed380,...而你的帽子可是纯手工做的！,...but you can tell\nyours is handcrafted!,,Original,Deer2
line:1d7030,我不想让你吃亏,i wouldn't want to\nsell you short,,Original,Deer2
line:977430,啊,aw,,Original,Deer2
line:d5b3de,谢谢你！,thank you!,,Original,Deer2
line:542e18,你觉得我把价格改成\n125硬币怎么样？,do you think i could\ncharge 125 coins?,,Original,Deer2
line:f52735,"嗯，好啊！","yeah, easily!",,Player,Deer2
line:251b86,你好！,hello!,If you talk to them again.,Player,Deer2
line:671a6c,"对了，这太阳帽要\n多少钱来着？","how much was the sunhat, again?",,Player,Deer2
line:2ecc54,{{$SunhatPrice}}硬币！,{{$SunhatPrice}} coins!,,Original,Deer2
line:76523b,我要了！,i'll take a hat!,Dialogue choice.,Player,DeerHatSell
line:214ecd,一会儿见！,see ya later!,Dialogue choice.,Player,DeerHatSell
line:aeec36,回头见！,till next time!,If you decline.,Original,DeerHatSell
line:4a91ab,太好了！,great!,,Original,BuyDeerHat
line:df2f12,你想要选择缎带的\n颜色吗？,do you want to choose\nthe ribbon color?,"Only if you paid extra for the hat, you can pick the color.",Original,BuyDeerHat
line:e2da05,我愿意为你提供\n客制化服务！,i don't mind changing\nit for you!,,Original,BuyDeerHat
line:e2cbea,哦！嗯,oh! hmm,,Player,BuyDeerHat
line:424536,你这里有...,do you have...,,Player,BuyDeerHat
line:0fdaa0,粉色的吗？,pink?,Dialogue choice.,Player,BuyDeerHat
line:8591ce,红色的吗？,red?,Dialogue choice.,Player,BuyDeerHat
line:9564e2,蓝色的吗？,blue?,Dialogue choice.,Player,BuyDeerHat
line:b37cb3,紫色的吗？,purple?,Dialogue choice.,Player,BuyDeerHat
line:867cc4,有的！,yup!,,Original,BuyDeerHat
line:4e3683,给你！,here you go!,,Original,BuyDeerHat
line:1019b1,真是太谢谢你了！！,thanks so much!!,,Original,BuyDeerHat
line:c44b6e,你能喜欢真是太好了！,i'm so happy you like it!,,Original,BuyDeerHat
line:285190,也谢谢你,thank YOU,,Player,BuyDeerHat
line:f0b1f1,这可真漂亮啊,it's so pretty!,,Player,BuyDeerHat
line:46dde8,我很喜欢！,i love it!,,Player,BuyDeerHat
line:2b28bb,谢谢！,thanks!,,Player,BuyDeerHat
line:8e5ef2,你是我的第一个顾客！,you're my first customer!,If you pay the normal amount for the hat.,Player,BuyDeerHat
line:1d4c4d,未来众多顾客中的第一个！,the first of many!,,Player,BuyDeerHat
line:2114aa,这是顶不错的帽子！,it's a great hat!,,Player,BuyDeerHat
line:c23fd5,"哦，呃","oh, um",,Original,BuyDeerHat
line:5164e8,我觉得你的钱好像不够,i think you're short\nby a few coins,If you don't have enough money.,Original,BuyDeerHat
line:6435bc,哦,oops,,Player,BuyDeerHat
line:69bcd0,我去去就回！,i'll be back i guess!,,Player,BuyDeerHat
line:add7cb,你觉得这个颜色怎么样？,so how do you like the color?,,Original,Deer3
line:223c02,挺不错的！,it's nice!,Dialogue choice.,Player,Deer3
line:90a0c4,我可以换个颜色吗？,can i try a different one?,Dialogue choice.,Player,Deer3
line:a68323,酷,cool,,Original,Deer3
line:772039,好啊！,sure!,,Original,Deer3
line:506289,你想要哪种颜色？,whatcha thinking?,,Original,Deer3
line:6dbd5b,粉色,pink,Dialogue choice.,Player,Deer3
line:cc3da5,红色,red,Dialogue choice.,Player,Deer3
line:0e8cf4,蓝色,blue,Dialogue choice.,Player,Deer3
line:1f4ef8,紫色,purple,Dialogue choice.,Player,Deer3
line:cab128,经典款,the classic,,Original,Deer3
line:9ef25b,好了,on it,,Original,Deer3
line:20f45f,总之,totally,,Original,Deer3
line:99ec38,没问题！,no problem!,,Original,Deer3
line:ccfe90,这里是我最喜欢的几个放松地点之一,this is one of my favourite\nspots to come unwind,,Original,Deer3
line:45950e,只是待在这里做帽子就足够让我放松了！,it's relaxing just to sit\nhere and work on my hats!,,Original,Deer3
line:aa421c,嗯...,hmm...,If you fall into the water during the tutorial.,Original,FishTutWaterStart
line:69bf68,很有意思的技巧,interesting technique,,Original,FishTutWaterStart
line:8c60b9,这只是一个意外！,this was just an accident!!,,Player,FishTutWaterStart
line:b856bc,好的，没关系的,that's all right,,Original,FishTutWaterStart
line:cf39ad,再抛一次试试吧,just give it another shot,,Original,FishTutWaterStart
line:875a7f,另外你一定要记住...,and remember...,,Original,FishTutWaterStart
line:11686f,"等鱼彻底上钩后，","once you've hooked the fish,",,Original,FishTutWaterStart
line:2bdc88,"<color=red>按下<sprite name=""LStick"" tint=1></color>来将鱼拉向你\n所在的方向，然后<color=red>点按{{UseItemButton}}</color>来收线！",<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,,Original,FishTutWaterStart
IBait,鱼饵,Bait,Item name singular.,,
ISBait,个鱼饵,Bait,Item name plural.,,
IDBait,"将鱼饵挂上钓竿
可以吸引更多的鱼。","Attach bait to your rod
to attract more fish.",Item description.,,
IBucket,桶,Bucket,Item name singular.,,
ISBucket,个桶,Buckets,Item name plural.,,
IDBucket,"非常适合盛放液体的小桶。
按下<color=red>{{UseItemButton}}</color>可以舀起或倒掉水","A perfect bucket for holding liquids.
Press <color=red>{{UseItemButton}}</color> to scoop or pour.",Item description.,,
ICampingPermit,露营许可证,Camping Permit,Item name singular.,,
ISCampingPermit,张露营许可证,Camping Permits,Item name plural.,,
IDCampingPermit,"有了它你就可以在公园中过夜。
上面写着""请务必随身携带！""","It allows you to camp overnight at the park.
It says ""KEEP ON HAND AT ALL TIMES!""",Item description.,,
ICellphone,手机,Cellphone,Item name singular.,,
ISCellphone,个手机,Cellphones,Item name plural.,,
IDCellphone,"没有信号就没啥用。
离线后连游戏都玩不了。","It's useless without reception.
Not even the games work offline.",Item description.,,
ICoin,硬币,Coin,Item name singular.,,
ISCoin,枚硬币,Coins,Item name plural.,,
IDCoin,"这就是钱！
它可以用来买东西也可以给你安全感。","It's money!
Great for buying stuff and feeling secure.",Item description.,,
ICompass,指南针,Compass,Item name singular.,,
ISCompass,个指南针,Compasses,Item name plural.,,
IDCompass,"告诉你哪边是北。
选中后可以切换开关状态。","Tells you which way is north.
Select to toggle on or off.",Item description.,,
IFish,鱼,Fish,Item name singular.,,
ISFish,条鱼,Fish,Item name plural.,,
IDFish,"是我自己钓到的！
不过鱼能拿来做什么呢？","I caught 'em myself!
Now what do I do with them?",Item description.,,
IFishEncyclopedia,钓鱼日志,Fish Journal,Item name singular.,,
ISFishEncyclopedia,本钓鱼日志,Fish Journals,Item name plural.,,
IDFishEncyclopedia,"包含了所有我已经钓到的
和还没有钓到的鱼的日志","A journal of the fish I have
caught and have yet to catch.",Item description.,,
IFishingRod,钓竿,Fishing Rod,Item name singular.,,
ISFishingRod,根钓竿,Fishing Rods,Item name plural.,,
IDFishingRod,"按下<color=red>{{UseItemButton}}</color>可以抛钩。当浮漂被
拉下水后，按下<color=red>{{UseItemButton}}</color>来把鱼拉出来！","Press <color=red>{{UseItemButton}}</color> to cast. When the bobber is pulled
underwater, press <color=red>{{UseItemButton}}</color> to pull it out!",Item description.,,
IGoldenFeather,金羽毛,Golden Feather,Item name singular.,,
ISGoldenFeather,根金羽毛,Golden Feathers,Item name plural.,,
IDGoldenFeather,"在空中时按下<color=red>{{JumpButton}}</color>可以振翅。
在面对墙壁时按下<color=red>{{JumpButton}}</color>可以攀爬。","Press <color=red>{{JumpButton}}</color> when in midair to jump.
Hold <color=red>{{JumpButton}}</color> when facing a wall to climb.",Item description.,,
IGoldenFishingRod,金钓竿,Golden Rod,Item name singular.,,
ISGoldenFishingRod,根金钓竿,Golden Rods,Item name plural.,,
IDGoldenFishingRod,"金子打造的钓竿。
具有可以吸引稀有鱼的神奇功效。","A fishing rod that's apparently made of gold.
Rare fish seem to be strangely drawn to it.",Item description.,,
IHeadband,头带,Headband,Item name singular.,,
ISHeadband,根头带,Headbands,Item name plural.,,
IDHeadband,"是那只乌龟的头带。
看起来很有运动范儿。","It's the turtle's headband.
Looks sporty.",Item description.,,
IHighRes,手机,Cellphone,Item name singular.,,
ISHighRes,个手机,Cellphones,Item name plural.,,
IDHighRes,"没有信号就没啥用。
离线后连游戏都玩不了。","It's useless without reception.
Not even the games work offline.",Item description.,,
IKidHat,棒球帽,Baseball Cap,Item name singular.,,
ISKidHat,顶棒球帽,Baseball Caps,Item name plural.,,
IDKidHat,"以此纪念我在沙滩树枝球
这一项目中拿到30分的精彩表现。","To commemorate that time I
got 30 points in Beachstickball.",Item description.,,
IMedal,奖牌,Medal,Item name singular.,,
ISMedal,枚奖牌,Medals,Item name plural.,,
IDMedal,"手工痕迹严重的奖牌。
这是赢得一场非常激烈的跑酷比赛的奖励。","An extremely homemade looking medal.
Awarded for winning an intense parkour race.",Item description.,,
IParkHat,省级公园帽,Provincial Park Hat,Item name singular.,,
ISParkHat,顶省级公园帽,Provincial Park Hats,Item name plural.,,
IDParkHat,"美观与实用兼备！
上面写着""支持我们的省级公园！""几个字。","Stylish and practical!
It says ""Support Our Provincial Parks!"" on it.",Item description.,,
IPickaxe,镐子,Pickaxe,Item name singular.,,
ISPickaxe,把镐子,Pickaxes,Item name plural.,,
IDPickaxe,"非常结实的镐子。
也许能用来破坏什么东西。","A sturdy pickaxe.
It might be able to break things.",Item description.,,
IRunningShoes,跑鞋,Running Shoes,Item name singular.,,
ISRunningShoes,双跑鞋,Pairs of Running Shoes,Item name plural.,,
IDRunningShoes,"释放你的内在潜能！
按下<color=red>{{RunButton}}</color>来奔跑。","Unleash your inner speed!
Hold <color=red>{{RunButton}}</color> to run.",Item description.,,
IShell,贝壳,Shell,Item name singular.,,
ISShell,个贝壳,Shells,Item name plural.,,
IDShell,"在太阳下闪闪发光，
不过除此之外就没什么意思了。","It sparkles in the sun,
but is otherwise pretty boring.",Item description.,,
IShellNecklace,贝壳项链,Shell Necklace,Item name singular.,,
ISShellNecklace,条贝壳项链,Shell Necklaces,Item name plural.,,
IDShellNecklace,"非常漂亮的贝壳项链。我应该
把它交给我的姑姑May。","It's a pretty shell necklace. I'm
supposed to deliver this to Aunt May.",Item description.,,
IShovel,铲子,Shovel,Item name singular.,,
ISShovel,把铲子,Shovels,Item name plural.,,
IDShovel,"下面都埋着什么呢？
按下<color=red>{{UseItemButton}}</color>来挖掘！","What's buried beneath?
Press <color=red>{{UseItemButton}}</color> to dig!",Item description.,,
ISilverFeather,银羽毛,Silver Feather,Item name singular.,,
ISSilverFeather,根银羽毛,Silver Feathers,Item name plural.,,
IDSilverFeather,"比空气还要轻柔。
它可以让你爬得更快，飞得更高！","It's soft and lighter than air.
You can climb faster and fly higher!",Item description.,,
IStick,树枝,Stick,Item name singular.,,
ISStick,根树枝,Sticks,Item name plural.,,
IDStick,"真的就是树枝。
我不知道我为什么要收集这个。","A wooden stick.
Not sure why I picked this up.",Item description.,,
ISunhat,太阳帽,Sunhat,Item name singular.,,
ISSunhat,顶太阳帽,Sunhats,Item name plural.,,
IDSunhat,"非常松软的大太阳帽。在遮阳的
同时还带来了无与伦比的时髦感。","A big floppy sunhat. It protects against the
heat and is stylish like you wouldn't believe.",Item description.,,
IToast,吐司,Toast,Item name singular.,,
ISToast,片吐司,Toasts,Item name plural.,,
IDToast,"没错，是吐司！
上面甚至还涂了一层黄油。","Yeah, toast!
It's even lightly buttered.",Item description.,,
IToyShovel,玩具铲子,Toy Shovel,Item name singular.,,
ISToyShovel,把玩具铲子,Toy Shovels,Item name plural.,,
IDToyShovel,"非常可爱的小小的玩具铲子！
对我来说有点太小了。","A cute little toy shovel!
It's too small to be useful to me.",Item description.,,
ITrash,垃圾,Piece of Trash,Item name singular.,,
ISTrash,份垃圾,Pieces of Trash,Item name plural.,,
IDTrash,被遗漏的垃圾...,A piece of garbage carelessly left behind...,Item description.,,
ITreasureMap,藏宝图,Treasure Map,Item name singular.,,
ISTreasureMap,张藏宝图,Treasure Maps,Item name plural.,,
IDTreasureMap,"比起地图更像是
谜语小纸条...","It's less of a map and more of
a bunch of riddles...",Item description.,,
IWalkieTalkie,对讲机,Walkie Talkie,Item name singular.,,
ISWalkieTalkie,台对讲机,Walkie Talkies,Item name plural.,,
IDWalkieTalkie,"古代版的手机。
可以用来联系Avery！","An ancient incarnation of the cellphone.
Use this to contact Avery!",Item description.,,
IWatch,腕表,Wristwatch,Item name singular.,,
ISWatch,块腕表,Wristwatches,Item name plural.,,
IDWatch,"既有数字屏也有模拟屏的手表，
它的背后还写有一个电话号码。","It's got a digital and analog display, and
has a phone number written on the back.",Item description.,,
FBluegillFish,蓝鳃太阳鱼,Bluegill,Fish name.,,
FIBluegillFish,"我差一点就能在
鹰峰岛南头的
小海湾里捕到一条了。","I almost caught one of these
in the little bay on the south
end of the island.","Hint to where the fish is located, written by the fisherman.",,
FBrookTroutFish,溪红点鲑,Brook Trout,,,
FIBrookTroutFish,在深蓝色或温度较低的水体里比较常见,Often seen in deep blue or cold waters.,,,
FBurbotFish,江鳕,Burbot,,,
FIBurbotFish,"永远都不会安定下来的它们
更喜欢生活在湍急的水流中。","They never settle down and prefer
to live within the rushing rapids.",,,
FCarpFish,欧洲鲤,Common Carp,,,
FICarpFish,它们在平静的河流与深蓝色珊瑚礁中更易被发现。,They prefer calm rivers or deep blue reefs.,,,
FCatfishFish,鲶鱼,Catfish,,,
FICatfishFish,只在活水中有。,Only live in moving waters.,,,
FChinookSalmonFish,鲑鱼,Salmon,,,
FIChinookSalmonFish,"我只在瀑布底下见过它们。","I've only seen them near the
bottom of river waterfalls.",,,
FCrayfishFish,淡水龙虾,Crayfish,,,
FICrayfishFish,"这些小家伙们生活在
小型水体中。","These little guys live
in little waters.",,,
FNorthernPikeFish,白斑狗鱼,Northern Pike,,,
FINorthernPikeFish,"Bill总是能钓到它们。
他知道一处能钓到它们的绝佳钓点。","Bill is always catching these.
He knows a good spot for them.",,,
FPumpkinSeedFish,驼背太阳鱼,Pumpkinseed Fish,,,
FIPumpkinSeedFish,"我只在一处长有百合花的
小池塘里见到过它们的身影。","I've only seen them in that
little pond with the lilies.",,,
FRainbowTroutFish,虹鳟,Rainbow Trout,,,
FIRainbowTroutFish,"一般出没于
深蓝色的水体中。","Usually found in
deep blue waters.",,,
FSpottedBrookTroutFish,溪斑点鳟,Spotted Brook Trout,,,
